xrays,masks
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/80.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/80.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/81.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/81.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/82.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/82.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/83.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/83.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/84.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/84.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/85.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/85.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/86.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/86.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/87.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/87.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/88.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/88.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/89.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/89.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/90.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/90.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/91.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/91.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/92.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/92.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/93.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/93.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/94.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/94.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/95.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/95.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/96.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/96.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/97.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/97.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/98.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/98.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/99.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/99.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/100.png,/Users/tiia-/Downloads/cnn/Tibia/data/masks/100.png
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/101.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/102.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/103.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/104.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/105.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/106.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/107.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/108.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/109.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/110.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/111.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/112.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/113.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/114.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/115.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/116.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/117.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/118.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/119.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/120.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/121.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/122.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/123.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/124.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/125.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/126.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/127.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/128.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/129.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/130.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/131.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/132.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/133.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/134.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/135.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/136.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/137.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/138.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/139.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/140.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/141.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/142.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/143.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/144.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/145.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/146.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/147.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/148.png,None
/Users/tiia-/Downloads/cnn/Tibia/data/xrays/149.png,None
